id,name,ranking,adm_rate,size,SAT_math,SAT_EBRW,ACT_composite,in_state_cost,out_state_cost,institution_type,grad_debt_median,completion_rate,state,majors
21,Fordham University,176,0.4644,9403,680,666,29,76891,76891,Private nonprofit,25815,79.0,NY,"[""Accounting"", ""Accounting and Finance"", ""African-American/Black Studies"", ""American/United States Studies/Civilization"", ""Ancient Studies/Civilization"", ""Anthropology"", ""Art History, Criticism and Conservation"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Communication, General"", ""Comparative Literature"", ""Computer and Information Sciences, General"", ""Dance, General"", ""Digital Arts"", ""Digital Communication and Media/Multimedia"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Engineering Physics/Applied Physics"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Film/Cinema/Video Studies"", ""Finance, General"", ""Fine Arts and Art Studies, Other"", ""French Language and Literature"", ""French Studies"", ""German Language and Literature"", ""German Studies"", ""History, General""]"
20,Florida Gulf Coast University,600,0.6426,13636,555,580,23,19350,37487,Public,19500,21.5,FL,"[""Accounting"", ""Anthropology"", ""Art/Art Studies, General"", ""Athletic Training/Trainer"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Biology/Biological Sciences, General"", ""Biotechnology"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Civil Engineering, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Community Health and Preventive Medicine"", ""Computer Software Engineering"", ""Computer and Information Sciences, General"", ""Criminal Justice/Safety Studies"", ""Digital Communication and Media/Multimedia"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Environmental Studies"", ""Environmental/Environmental Health Engineering"", ""Finance, General""]"
19,Eastern Washington University,600,0.962,10500,480,495,20,23769,41265,Public,21000,24.0,WA,"[""Accounting"", ""Adult and Continuing Education and Teaching"", ""Anthropology"", ""Art History, Criticism and Conservation"", ""Art Teacher Education"", ""Athletic Training/Trainer"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business Teacher Education"", ""Business/Managerial Economics"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Child Development"", ""Cinematography and Film/Video Production"", ""City/Urban, Community and Regional Planning"", ""Community Health Services/Liaison/Counseling"", ""Computer and Information Sciences, General"", ""Counseling Psychology"", ""Criminology"", ""Curriculum and Instruction"", ""Dental Hygiene/Hygienist"", ""Developmental and Child Psychology"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Education, General"", ""Education/Teaching of Individuals in Early Childhood Special Education Programs"", ""Educational Leadership and Administration, General"", ""Educational/Instructional Technology"", ""Electrical and Electronics Engineering"", ""Engineering Technologies and Engineering-Related Fields, Other"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Environmental Science"", ""Film/Cinema/Video Studies"", ""Finance, General"", ""Fine/Studio Arts, General"", ""French Language Teacher Education"", ""French Language and Literature"", ""Geography"", ""Geology/Earth Science, General"", ""Graphic Communications, General"", ""Graphic Design"", ""Health Information/Medical Records Administration/Administrator"", ""Health Teacher Education"", ""Health and Physical Education/Fitness, General""]"
18,Eastern Illinois University,375,0.5151,4877,495,520,21,24653,26933,Public,22500,37.5,IL,"[""Accounting"", ""Adult and Continuing Education and Teaching"", ""African-American/Black Studies"", ""Art/Art Studies, General"", ""Athletic Training/Trainer"", ""Biology/Biological Sciences, General"", ""Biotechnology"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Communication Sciences and Disorders, General"", ""Communication, General"", ""Computer Science"", ""Computer and Information Sciences, Other"", ""Construction Management"", ""Criminal Justice/Police Science"", ""Digital Communication and Media/Multimedia"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Elementary Education and Teaching"", ""Engineering Technology, General"", ""Engineering, Other"", ""English Language and Literature, General"", ""Family and Consumer Sciences/Human Sciences, General"", ""Finance, General"", ""Foreign Languages and Literatures, General"", ""Geography"", ""Geology/Earth Science, General"", ""Health Communication""]"
17,Drexel University,96,0.7904,15335,635,625,27,72257,72257,Private nonprofit,26000,,PA,"[""Accounting"", ""Anthropology"", ""Applied and Professional Ethics"", ""Architectural Engineering"", ""Architecture"", ""Arts, Entertainment, and Media Management, General"", ""Bioengineering and Biomedical Engineering"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business/Commerce, General"", ""Chemical Engineering"", ""Chemistry, General"", ""Cinematography and Film/Video Production"", ""Civil Engineering, General"", ""Communication, Journalism, and Related Programs, Other"", ""Computer Engineering, General"", ""Computer Science"", ""Computer Software Engineering"", ""Computer and Information Systems Security/Information Assurance"", ""Construction Management"", ""Criminal Justice/Law Enforcement Administration"", ""Criminology"", ""Culinary Arts/Chef Training"", ""Customer Service Management"", ""Dance, Other"", ""Design and Applied Arts, Other"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Elementary Education and Teaching"", ""Engineering Technology, General"", ""Engineering, General"", ""English Language and Literature/Letters, Other"", ""Entrepreneurship/Entrepreneurial Studies"", ""Environmental Science"", ""Environmental Studies"", ""Environmental/Environmental Health Engineering"", ""Fashion/Apparel Design"", ""Finance, General"", ""Game and Interactive Media Design""]"
16,Drake University,208,0.688,3038,620,628,27,58488,58488,Private nonprofit,23823,71.4,IA,"[""Accounting"", ""Accounting and Finance"", ""Acting"", ""Actuarial Science"", ""Advertising"", ""Anthropology"", ""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Astronomy"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Broadcast Journalism"", ""Business Administration and Management, General"", ""Business/Commerce, General"", ""Chemistry, General"", ""Commercial and Advertising Art"", ""Computer Science"", ""Directing and Theatrical Production"", ""Drama and Dramatics/Theatre Arts, General"", ""Dramatic/Theatre Arts and Stagecraft, Other"", ""Drawing"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Ethics"", ""Finance, General"", ""Fine/Studio Arts, General"", ""Graphic Design"", ""History, General"", ""International Business/Trade/Commerce"", ""International Relations and Affairs"", ""Jazz/Jazz Studies"", ""Journalism""]"
15,DePauw University,116,0.6725,2137,-1,-1,26,67046,67046,Private nonprofit,26000,75.7,IN,"[""African-American/Black Studies"", ""Ancient/Classical Greek Language and Literature"", ""Anthropology"", ""Art History, Criticism and Conservation"", ""Athletic Training/Trainer"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Science"", ""Drama and Dramatics/Theatre Arts, General"", ""East Asian Studies"", ""Economics, General"", ""English Language and Literature, General"", ""Environmental Studies"", ""Fine/Studio Arts, General"", ""French Language and Literature"", ""Geology/Earth Science, General"", ""German Language and Literature"", ""History, General"", ""Kinesiology and Exercise Science"", ""Latin Language and Literature""]"
14,DePaul University,221,0.7174,14591,585,597,-1,59406,59406,Private nonprofit,24000,59.4,IL,"[""Accounting"", ""Acting"", ""Actuarial Science"", ""African-American/Black Studies"", ""American/United States Studies/Civilization"", ""Animation, Interactive Technology, Video Graphics and Special Effects"", ""Anthropology"", ""Arabic Language and Literature"", ""Architectural History and Criticism, General"", ""Art History, Criticism and Conservation"", ""Art Teacher Education"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Managerial Economics"", ""Chemistry, General"", ""Chinese Studies"", ""Cinematography and Film/Video Production"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Communication and Media Studies, Other"", ""Communication, General"", ""Computer Graphics"", ""Computer Programming, Specific Applications"", ""Computer Programming/Programmer, General"", ""Computer Science"", ""Computer Software and Media Applications, Other"", ""Computer Systems Networking and Telecommunications"", ""Computer and Information Sciences and Support Services, Other"", ""Computer and Information Systems Security/Information Assurance"", ""Criminology"", ""Drama and Dramatics/Theatre Arts, General"", ""Dramatic/Theatre Arts and Stagecraft, Other"", ""Early Childhood Education and Teaching"", ""East Asian Studies"", ""Economics, General"", ""Education, Other"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Environmental Science"", ""Finance, General"", ""Fine and Studio Arts Management"", ""Foreign Language Teacher Education"", ""French Language and Literature"", ""Game and Interactive Media Design"", ""General Studies"", ""Geographic Information Science and Cartography"", ""Geography"", ""German Language and Literature"", ""Graphic Design"", ""Health Professions and Related Clinical Sciences, Other""]"
13,Colorado College,111,0.1513,2091,700,685,31,73850,73850,Private nonprofit,16043,83.8,CO,"[""Anthropology"", ""Art History, Criticism and Conservation"", ""Asian Studies/Civilization"", ""Biochemistry"", ""Cell/Cellular and Molecular Biology"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Comparative Literature"", ""Computer and Information Sciences, Other"", ""Creative Writing"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""Ecology and Evolutionary Biology"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Economics, Other"", ""Education, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""Film/Cinema/Video Studies"", ""Fine/Studio Arts, General"", ""French Language and Literature"", ""French Studies""]"
12,Colgate University,48,0.2814,2854,725,689,32,75050,75050,Private nonprofit,16125,83.9,NY,"[""American Indian/Native American Studies"", ""Ancient/Classical Greek Language and Literature"", ""Anthropology"", ""Applied Mathematics, General"", ""Area Studies, Other"", ""Art/Art Studies, General"", ""Asian Studies/Civilization"", ""Astrophysics"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Chemistry, General"", ""Chinese Language and Literature"", ""Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Science"", ""Drama and Dramatics/Theatre Arts, General"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Education, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Film/Cinema/Video Studies"", ""French Language and Literature"", ""Geography"", ""Geology/Earth Science, General"", ""German Language and Literature""]"
11,Clarkson University,205,0.6571,2991,640,620,27,70228,70228,Private nonprofit,26125,59.8,NY,"[""Accounting and Finance"", ""Aerospace, Aeronautical and Astronautical/Space Engineering"", ""Applied Mathematics, General"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Computer Engineering, General"", ""Computer Graphics"", ""Computer Science"", ""Computer Software Engineering"", ""Econometrics and Quantitative Economics"", ""Electrical and Electronics Engineering"", ""Engineering, General"", ""Engineering/Industrial Management"", ""Entrepreneurship/Entrepreneurial Studies"", ""Environmental Science""]"
10,Centre College,224,0.7632,1441,655,635,29,55420,55420,Private nonprofit,27000,80.2,KY,"[""Art History, Criticism and Conservation"", ""Biochemistry and Molecular Biology"", ""Biology/Biological Sciences, General"", ""Chemical Physics"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Science"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Economics, Other"", ""English Language and Literature, General"", ""Environmental Studies"", ""Fine/Studio Arts, General"", ""French Language and Literature""]"
9,Central Connecticut State University,401,0.6676,9317,530,545,22,26861,38663,Public,22455,26.4,CT,"[""Accounting"", ""Anthropology"", ""Art Teacher Education"", ""Art/Art Studies, General"", ""Athletic Training/Trainer"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Civil Engineering, General"", ""Computer Engineering Technology/Technician"", ""Computer and Information Sciences, General"", ""Computer and Information Systems Security/Information Assurance"", ""Construction Management"", ""Criminology"", ""Design and Visual Communications, General"", ""Drama and Dance Teacher Education"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Electrical, Electronic and Communications Engineering Technology/Technician"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Finance, General"", ""French Language and Literature"", ""Geography"", ""Geology/Earth Science, General"", ""German Language and Literature"", ""History, General"", ""Hospitality Administration/Management, General"", ""Industrial Technology/Technician"", ""International/Global Studies""]"
8,Carnegie Mellon University,25,0.222,6434,775,725,33,74491,74491,Private nonprofit,23250,74.9,PA,"[""Actuarial Science"", ""Applied and Professional Ethics"", ""Architectural and Building Sciences/Technology"", ""Architecture"", ""Art/Art Studies, General"", ""Astrophysics"", ""Biology/Biological Sciences, General"", ""Biometry/Biometrics"", ""Biopsychology"", ""Business Administration and Management, General"", ""Business Administration, Management and Operations, Other"", ""Chemical Engineering"", ""Chemistry, General"", ""Chemistry, Other"", ""Civil Engineering, General"", ""Cognitive Science"", ""Computational Mathematics"", ""Computer Science"", ""Computer and Information Sciences, Other"", ""Creative Writing"", ""Design and Applied Arts, Other"", ""Design and Visual Communications, General"", ""Drama and Dramatics/Theatre Arts, General"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Electrical, Electronic and Communications Engineering Technology/Technician"", ""English Language and Literature, General"", ""Entrepreneurship/Entrepreneurial Studies"", ""Finance, General"", ""Financial Mathematics"", ""History, Other""]"
7,Campbell University,401,0.8058,4328,-1,-1,-1,43710,43710,Private nonprofit,22000,30.7,NC,"[""Accounting"", ""Accounting and Business/Management"", ""Accounting and Finance"", ""Acting"", ""Advertising"", ""Army JROTC/ROTC"", ""Art/Art Studies, General"", ""Athletic Training/Trainer"", ""Biochemistry"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Broadcast Journalism"", ""Business Administration and Management, General"", ""Business/Commerce, General"", ""Chemistry, General"", ""Commercial and Advertising Art"", ""Communication and Media Studies, Other"", ""Computer and Information Sciences, General"", ""Computer and Information Sciences, Other"", ""Criminal Justice/Law Enforcement Administration"", ""Directing and Theatrical Production"", ""Divinity/Ministry"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Education, General"", ""Education, Other"", ""Educational Leadership and Administration, General"", ""Elementary Education and Teaching"", ""Elementary and Middle School Administration/Principalship"", ""English Language and Literature, General"", ""Family and Consumer Sciences/Home Economics Teacher Education"", ""Family and Consumer Sciences/Human Sciences, General"", ""Fine/Studio Arts, General"", ""Foreign Languages and Literatures, General"", ""French Language and Literature"", ""General Studies"", ""Graphic Design"", ""Health and Physical Education/Fitness, General"", ""Health and Physical Education/Fitness, Other"", ""History Teacher Education"", ""History, General""]"
6,"California State University, Monterey Bay",381,0.532,6557,525,545,20,23363,35243,Public,13521,27.2,CA,"[""Art/Art Studies, General"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Computer and Information Sciences, Other"", ""Design and Visual Communications, General"", ""Environmental Science"", ""Environmental Studies"", ""Health and Physical Education/Fitness, General"", ""Human Services, General"", ""Humanities/Humanistic Studies"", ""International Relations and Affairs"", ""Japanese Language and Literature""]"
5,"California State University, Fresno",356,0.5941,21877,-1,-1,18,,,Public,15000,,CA,"[""Accounting"", ""African-American/Black Studies"", ""Agricultural Business and Management, General"", ""Agricultural Teacher Education"", ""Agronomy and Crop Science"", ""Animal Physiology"", ""Animal Sciences, General"", ""Anthropology"", ""Art/Art Studies, General"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Cell/Cellular Biology and Histology"", ""Chemistry, General"", ""Child Development"", ""Civil Engineering, General"", ""Cognitive Science"", ""Commercial and Advertising Art"", ""Communication Sciences and Disorders, General"", ""Computer Engineering, General"", ""Computer Science"", ""Computer and Information Sciences, General"", ""Construction Engineering Technology/Technician"", ""Construction Management"", ""Criminal Justice/Safety Studies"", ""Criminology"", ""Dance, General"", ""Dietetics/Dietitian"", ""Drama and Dramatics/Theatre Arts, General"", ""Ecology"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""English Language and Literature, General"", ""Environmental Science"", ""Family and Consumer Economics and Related Services, Other"", ""Finance, General"", ""Foods, Nutrition, and Wellness Studies, General"", ""French Language and Literature"", ""Geography"", ""Geology/Earth Science, General"", ""Graphic Design"", ""Health Professions and Related Clinical Sciences, Other"", ""Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies""]"
4,"California State University, East Bay",401,0.7405,13433,490,502,19,25099,38071,Public,15326,10.3,CA,"[""Anthropology"", ""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Communication Sciences and Disorders, General"", ""Computer Engineering, General"", ""Computer Science"", ""Construction Management"", ""Criminal Justice/Law Enforcement Administration"", ""Criminal Justice/Police Science"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""Fine/Studio Arts, General"", ""French Language and Literature"", ""Geography""]"
3,Berry College,401,0.616,1963,595,618,26,53540,53540,Private nonprofit,23250,57.3,GA,"[""Accounting"", ""Art Teacher Education"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Managerial Economics"", ""Chemistry, General"", ""Communication, Journalism, and Related Programs, Other"", ""Creative Writing"", ""Early Childhood Education and Teaching"", ""Engineering Technology, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Finance, General"", ""French Language and Literature"", ""German Language and Literature"", ""History, General"", ""International Business/Trade/Commerce"", ""International Relations and Affairs"", ""Junior High/Intermediate/Middle School Education and Teaching"", ""Kinesiology and Exercise Science"", ""Marketing/Marketing Management, General""]"
2,Barnard College,51,0.1542,2540,695,704,31,78044,78044,Private nonprofit,17500,87.1,NY,"[""African Studies"", ""American/United States Studies/Civilization"", ""Ancient/Classical Greek Language and Literature"", ""Anthropology"", ""Architecture"", ""Art History, Criticism and Conservation"", ""Asian Studies/Civilization"", ""Astronomy"", ""Astrophysics"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Comparative Literature"", ""Computer and Information Sciences, General"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Education, General"", ""English Language and Literature, General"", ""Environmental Biology"", ""Environmental Science"", ""European Studies/Civilization"", ""Film/Cinema/Video Studies"", ""French Language and Literature"", ""French Studies""]"
1,American University,131,0.294,7433,635,661,29,66478,66478,Private nonprofit,23288,75.0,DC,
